OfferKey,CandidateKey,OfferDateKey,RecruiterKey,PositionKey,OfferStatus,OfferedSalary,OfferNotes
1343,1344,20240302,43,24,Expired,111343,Auto-generated offer 1343
1344,1345,20240519,44,25,Accepted,131344,Auto-generated offer 1344
1345,1346,20231007,45,26,Declined,151345,Auto-generated offer 1345
1346,1347,20241107,46,27,Expired,171346,Auto-generated offer 1346
1347,1348,20240123,47,28,Expired,191347,Auto-generated offer 1347
1348,1349,20241229,48,29,Accepted,211348,Auto-generated offer 1348
1349,1350,20241024,49,30,Pending,31349,Auto-generated offer 1349
1350,1351,20230726,50,31,Declined,51350,Auto-generated offer 1350
1351,1352,20241220,1,32,Accepted,71351,Auto-generated offer 1351
1352,1353,20240427,2,33,Accepted,91352,Auto-generated offer 1352
1353,1354,20240616,3,34,Accepted,111353,Auto-generated offer 1353
1354,1355,20230715,4,35,Declined,131354,Auto-generated offer 1354
1355,1356,20250303,5,36,Accepted,151355,Auto-generated offer 1355
1356,1357,20240819,6,37,Expired,171356,Auto-generated offer 1356
1357,1358,20230621,7,38,Expired,191357,Auto-generated offer 1357
1358,1359,20240217,8,39,Accepted,211358,Auto-generated offer 1358
1359,1360,20250320,9,40,Declined,31359,Auto-generated offer 1359
1360,1361,20240726,10,1,Pending,51360,Auto-generated offer 1360
1361,1362,20250701,11,2,Accepted,71361,Auto-generated offer 1361
1362,1363,20250606,12,3,Pending,91362,Auto-generated offer 1362
1363,1364,20240509,13,4,Expired,111363,Auto-generated offer 1363
1364,1365,20230514,14,5,Declined,131364,Auto-generated offer 1364
1365,1366,20240426,15,6,Accepted,151365,Auto-generated offer 1365
1366,1367,20250901,16,7,Expired,171366,Auto-generated offer 1366
1367,1368,20240609,17,8,Pending,191367,Auto-generated offer 1367
1368,1369,20240402,18,9,Declined,211368,Auto-generated offer 1368
1369,1370,20240324,19,10,Expired,31369,Auto-generated offer 1369
1370,1371,20241206,20,11,Pending,51370,Auto-generated offer 1370
1371,1372,20240211,21,12,Expired,71371,Auto-generated offer 1371
1372,1373,20250308,22,13,Accepted,91372,Auto-generated offer 1372
1373,1374,20230901,23,14,Declined,111373,Auto-generated offer 1373
1374,1375,20230512,24,15,Accepted,131374,Auto-generated offer 1374
1375,1376,20250102,25,16,Expired,151375,Auto-generated offer 1375
1376,1377,20250628,26,17,Expired,171376,Auto-generated offer 1376
1377,1378,20240529,27,18,Expired,191377,Auto-generated offer 1377
1378,1379,20240331,28,19,Accepted,211378,Auto-generated offer 1378
1379,1380,20241105,29,20,Declined,31379,Auto-generated offer 1379
1380,1381,20250615,30,21,Declined,51380,Auto-generated offer 1380
1381,1382,20240806,31,22,Declined,71381,Auto-generated offer 1381
1382,1383,20230411,32,23,Pending,91382,Auto-generated offer 1382
1383,1384,20230531,33,24,Pending,111383,Auto-generated offer 1383
1384,1385,20230830,34,25,Pending,131384,Auto-generated offer 1384
1385,1386,20230628,35,26,Expired,151385,Auto-generated offer 1385
1386,1387,20250625,36,27,Expired,171386,Auto-generated offer 1386
1387,1388,20240608,37,28,Expired,191387,Auto-generated offer 1387
1388,1389,20250104,38,29,Declined,211388,Auto-generated offer 1388
1389,1390,20230404,39,30,Accepted,31389,Auto-generated offer 1389
1390,1391,20250829,40,31,Accepted,51390,Auto-generated offer 1390
1391,1392,20250124,41,32,Accepted,71391,Auto-generated offer 1391
1392,1393,20240610,42,33,Accepted,91392,Auto-generated offer 1392
1393,1394,20241218,43,34,Pending,111393,Auto-generated offer 1393
1394,1395,20250525,44,35,Accepted,131394,Auto-generated offer 1394
1395,1396,20231019,45,36,Expired,151395,Auto-generated offer 1395
1396,1397,20240930,46,37,Accepted,171396,Auto-generated offer 1396
1397,1398,20240601,47,38,Pending,191397,Auto-generated offer 1397
1398,1399,20240703,48,39,Expired,211398,Auto-generated offer 1398
1399,1400,20240710,49,40,Expired,31399,Auto-generated offer 1399
1400,1401,20250427,50,1,Pending,51400,Auto-generated offer 1400
1401,1402,20250213,1,2,Pending,71401,Auto-generated offer 1401
1402,1403,20230605,2,3,Pending,91402,Auto-generated offer 1402
1403,1404,20231205,3,4,Declined,111403,Auto-generated offer 1403
1404,1405,20240314,4,5,Accepted,131404,Auto-generated offer 1404
1405,1406,20250108,5,6,Expired,151405,Auto-generated offer 1405
1406,1407,20240930,6,7,Declined,171406,Auto-generated offer 1406
1407,1408,20250620,7,8,Declined,191407,Auto-generated offer 1407
1408,1409,20231108,8,9,Declined,211408,Auto-generated offer 1408
1409,1410,20240428,9,10,Declined,31409,Auto-generated offer 1409
1410,1411,20250812,10,11,Accepted,51410,Auto-generated offer 1410
1411,1412,20231212,11,12,Accepted,71411,Auto-generated offer 1411
1412,1413,20230717,12,13,Accepted,91412,Auto-generated offer 1412
1413,1414,20250905,13,14,Accepted,111413,Auto-generated offer 1413
1414,1415,20240228,14,15,Accepted,131414,Auto-generated offer 1414
1415,1416,20231031,15,16,Expired,151415,Auto-generated offer 1415
1416,1417,20250205,16,17,Accepted,171416,Auto-generated offer 1416
1417,1418,20250808,17,18,Accepted,191417,Auto-generated offer 1417
1418,1419,20240209,18,19,Accepted,211418,Auto-generated offer 1418
1419,1420,20231122,19,20,Declined,31419,Auto-generated offer 1419
1420,1421,20250120,20,21,Pending,51420,Auto-generated offer 1420
1421,1422,20250201,21,22,Accepted,71421,Auto-generated offer 1421
1422,1423,20240801,22,23,Expired,91422,Auto-generated offer 1422
1423,1424,20240804,23,24,Pending,111423,Auto-generated offer 1423
1424,1425,20240427,24,25,Declined,131424,Auto-generated offer 1424
1425,1426,20230429,25,26,Expired,151425,Auto-generated offer 1425
1426,1427,20240316,26,27,Pending,171426,Auto-generated offer 1426
1427,1428,20230707,27,28,Accepted,191427,Auto-generated offer 1427
1428,1429,20250828,28,29,Declined,211428,Auto-generated offer 1428
1429,1430,20230926,29,30,Accepted,31429,Auto-generated offer 1429
1430,1431,20230717,30,31,Accepted,51430,Auto-generated offer 1430
1431,1432,20231027,31,32,Accepted,71431,Auto-generated offer 1431
1432,1433,20250805,32,33,Declined,91432,Auto-generated offer 1432
1433,1434,20241121,33,34,Pending,111433,Auto-generated offer 1433
1434,1435,20240420,34,35,Declined,131434,Auto-generated offer 1434
1435,1436,20240216,35,36,Expired,151435,Auto-generated offer 1435
1436,1437,20250718,36,37,Accepted,171436,Auto-generated offer 1436
1437,1438,20241031,37,38,Accepted,191437,Auto-generated offer 1437
1438,1439,20230715,38,39,Accepted,211438,Auto-generated offer 1438
1439,1440,20230508,39,40,Pending,31439,Auto-generated offer 1439
1440,1441,20230712,40,1,Expired,51440,Auto-generated offer 1440
1441,1442,20230428,41,2,Expired,71441,Auto-generated offer 1441
1442,1443,20250903,42,3,Pending,91442,Auto-generated offer 1442
1443,1444,20250703,43,4,Accepted,111443,Auto-generated offer 1443
1444,1445,20250512,44,5,Accepted,131444,Auto-generated offer 1444
1445,1446,20241029,45,6,Declined,151445,Auto-generated offer 1445
1446,1447,20240905,46,7,Accepted,171446,Auto-generated offer 1446
1447,1448,20230322,47,8,Accepted,191447,Auto-generated offer 1447
1448,1449,20231025,48,9,Declined,211448,Auto-generated offer 1448
1449,1450,20231009,49,10,Expired,31449,Auto-generated offer 1449
1450,1451,20250126,50,11,Expired,51450,Auto-generated offer 1450
1451,1452,20240615,1,12,Pending,71451,Auto-generated offer 1451
1452,1453,20240627,2,13,Accepted,91452,Auto-generated offer 1452
1453,1454,20240531,3,14,Pending,111453,Auto-generated offer 1453
1454,1455,20250129,4,15,Declined,131454,Auto-generated offer 1454
1455,1456,20240617,5,16,Expired,151455,Auto-generated offer 1455
1456,1457,20241001,6,17,Accepted,171456,Auto-generated offer 1456
1457,1458,20240816,7,18,Pending,191457,Auto-generated offer 1457
1458,1459,20241124,8,19,Declined,211458,Auto-generated offer 1458
1459,1460,20240219,9,20,Accepted,31459,Auto-generated offer 1459
1460,1461,20250825,10,21,Expired,51460,Auto-generated offer 1460
1461,1462,20231026,11,22,Expired,71461,Auto-generated offer 1461
1462,1463,20231109,12,23,Pending,91462,Auto-generated offer 1462
1463,1464,20230904,13,24,Expired,111463,Auto-generated offer 1463
1464,1465,20240811,14,25,Declined,131464,Auto-generated offer 1464
1465,1466,20231110,15,26,Declined,151465,Auto-generated offer 1465
1466,1467,20231112,16,27,Accepted,171466,Auto-generated offer 1466
1467,1468,20250205,17,28,Accepted,191467,Auto-generated offer 1467
1468,1469,20250305,18,29,Pending,211468,Auto-generated offer 1468
1469,1470,20240210,19,30,Accepted,31469,Auto-generated offer 1469
1470,1471,20240120,20,31,Pending,51470,Auto-generated offer 1470
1471,1472,20250714,21,32,Declined,71471,Auto-generated offer 1471
1472,1473,20250523,22,33,Expired,91472,Auto-generated offer 1472
1473,1474,20231120,23,34,Pending,111473,Auto-generated offer 1473
1474,1475,20240813,24,35,Accepted,131474,Auto-generated offer 1474
1475,1476,20250218,25,36,Declined,151475,Auto-generated offer 1475
1476,1477,20250203,26,37,Accepted,171476,Auto-generated offer 1476
1477,1478,20240815,27,38,Declined,191477,Auto-generated offer 1477
1478,1479,20241202,28,39,Declined,211478,Auto-generated offer 1478
1479,1480,20250830,29,40,Pending,31479,Auto-generated offer 1479
1480,1481,20240816,30,1,Accepted,51480,Auto-generated offer 1480
1481,1482,20240420,31,2,Expired,71481,Auto-generated offer 1481
1482,1483,20230820,32,3,Accepted,91482,Auto-generated offer 1482
1483,1484,20241118,33,4,Expired,111483,Auto-generated offer 1483
1484,1485,20240111,34,5,Declined,131484,Auto-generated offer 1484
1485,1486,20230616,35,6,Pending,151485,Auto-generated offer 1485
1486,1487,20230717,36,7,Expired,171486,Auto-generated offer 1486
1487,1488,20250409,37,8,Expired,191487,Auto-generated offer 1487
1488,1489,20230914,38,9,Pending,211488,Auto-generated offer 1488
1489,1490,20250412,39,10,Expired,31489,Auto-generated offer 1489
1490,1491,20250109,40,11,Expired,51490,Auto-generated offer 1490
1491,1492,20230501,41,12,Declined,71491,Auto-generated offer 1491
1492,1493,20241004,42,13,Declined,91492,Auto-generated offer 1492
1493,1494,20240603,43,14,Accepted,111493,Auto-generated offer 1493
1494,1495,20241013,44,15,Declined,131494,Auto-generated offer 1494
1495,1496,20240611,45,16,Accepted,151495,Auto-generated offer 1495
1496,1497,20240702,46,17,Pending,171496,Auto-generated offer 1496
1497,1498,20231004,47,18,Pending,191497,Auto-generated offer 1497
1498,1499,20250221,48,19,Expired,211498,Auto-generated offer 1498
1499,1500,20231116,49,20,Expired,31499,Auto-generated offer 1499
1500,1501,20240914,50,21,Declined,51500,Auto-generated offer 1500
1501,1502,20241001,1,22,Expired,71501,Auto-generated offer 1501
1502,1503,20240630,2,23,Declined,91502,Auto-generated offer 1502
1503,1504,20240702,3,24,Accepted,111503,Auto-generated offer 1503
1504,1505,20230606,4,25,Pending,131504,Auto-generated offer 1504
1505,1506,20241204,5,26,Accepted,151505,Auto-generated offer 1505
1506,1507,20250425,6,27,Expired,171506,Auto-generated offer 1506
1507,1508,20231020,7,28,Accepted,191507,Auto-generated offer 1507
1508,1509,20240904,8,29,Accepted,211508,Auto-generated offer 1508
1509,1510,20241027,9,30,Expired,31509,Auto-generated offer 1509
1510,1511,20240105,10,31,Pending,51510,Auto-generated offer 1510
1511,1512,20231007,11,32,Expired,71511,Auto-generated offer 1511
1512,1513,20240124,12,33,Accepted,91512,Auto-generated offer 1512
1513,1514,20240901,13,34,Declined,111513,Auto-generated offer 1513
1514,1515,20250616,14,35,Declined,131514,Auto-generated offer 1514
1515,1516,20230606,15,36,Accepted,151515,Auto-generated offer 1515
1516,1517,20250712,16,37,Declined,171516,Auto-generated offer 1516
1517,1518,20250228,17,38,Expired,191517,Auto-generated offer 1517
1518,1519,20250107,18,39,Accepted,211518,Auto-generated offer 1518
1519,1520,20250711,19,40,Declined,31519,Auto-generated offer 1519
1520,1521,20240511,20,1,Pending,51520,Auto-generated offer 1520
1521,1522,20240916,21,2,Accepted,71521,Auto-generated offer 1521
1522,1523,20250421,22,3,Expired,91522,Auto-generated offer 1522
1523,1524,20240329,23,4,Declined,111523,Auto-generated offer 1523
1524,1525,20250420,24,5,Expired,131524,Auto-generated offer 1524
1525,1526,20240111,25,6,Accepted,151525,Auto-generated offer 1525
1526,1527,20240808,26,7,Pending,171526,Auto-generated offer 1526
1527,1528,20231030,27,8,Expired,191527,Auto-generated offer 1527
1528,1529,20250710,28,9,Expired,211528,Auto-generated offer 1528
1529,1530,20240816,29,10,Pending,31529,Auto-generated offer 1529
1530,1531,20250717,30,11,Accepted,51530,Auto-generated offer 1530
1531,1532,20230826,31,12,Accepted,71531,Auto-generated offer 1531
1532,1533,20230524,32,13,Accepted,91532,Auto-generated offer 1532
1533,1534,20240830,33,14,Declined,111533,Auto-generated offer 1533
1534,1535,20230515,34,15,Accepted,131534,Auto-generated offer 1534
1535,1536,20240312,35,16,Pending,151535,Auto-generated offer 1535
1536,1537,20241123,36,17,Pending,171536,Auto-generated offer 1536
1537,1538,20230715,37,18,Declined,191537,Auto-generated offer 1537
1538,1539,20230731,38,19,Pending,211538,Auto-generated offer 1538
1539,1540,20241102,39,20,Accepted,31539,Auto-generated offer 1539
1540,1541,20250612,40,21,Declined,51540,Auto-generated offer 1540
1541,1542,20250611,41,22,Declined,71541,Auto-generated offer 1541
1542,1543,20230325,42,23,Declined,91542,Auto-generated offer 1542
1543,1544,20250806,43,24,Pending,111543,Auto-generated offer 1543
1544,1545,20250206,44,25,Expired,131544,Auto-generated offer 1544
1545,1546,20240815,45,26,Pending,151545,Auto-generated offer 1545
1546,1547,20230903,46,27,Expired,171546,Auto-generated offer 1546
1547,1548,20250509,47,28,Accepted,191547,Auto-generated offer 1547
1548,1549,20250426,48,29,Pending,211548,Auto-generated offer 1548
1549,1550,20240830,49,30,Expired,31549,Auto-generated offer 1549
1550,1551,20240408,50,31,Declined,51550,Auto-generated offer 1550
1551,1552,20240622,1,32,Accepted,71551,Auto-generated offer 1551
1552,1553,20230717,2,33,Declined,91552,Auto-generated offer 1552
1553,1554,20240902,3,34,Accepted,111553,Auto-generated offer 1553
1554,1555,20241224,4,35,Pending,131554,Auto-generated offer 1554
1555,1556,20240111,5,36,Expired,151555,Auto-generated offer 1555
1556,1557,20231025,6,37,Accepted,171556,Auto-generated offer 1556
1557,1558,20230519,7,38,Expired,191557,Auto-generated offer 1557
1558,1559,20230509,8,39,Declined,211558,Auto-generated offer 1558
1559,1560,20241106,9,40,Accepted,31559,Auto-generated offer 1559
1560,1561,20241009,10,1,Accepted,51560,Auto-generated offer 1560
1561,1562,20240705,11,2,Expired,71561,Auto-generated offer 1561
1562,1563,20231129,12,3,Expired,91562,Auto-generated offer 1562
1563,1564,20250904,13,4,Accepted,111563,Auto-generated offer 1563
1564,1565,20240416,14,5,Declined,131564,Auto-generated offer 1564
1565,1566,20240513,15,6,Expired,151565,Auto-generated offer 1565
1566,1567,20250203,16,7,Expired,171566,Auto-generated offer 1566
1567,1568,20250810,17,8,Pending,191567,Auto-generated offer 1567
1568,1569,20240404,18,9,Pending,211568,Auto-generated offer 1568
1569,1570,20250502,19,10,Declined,31569,Auto-generated offer 1569
1570,1571,20250524,20,11,Expired,51570,Auto-generated offer 1570
1571,1572,20240408,21,12,Accepted,71571,Auto-generated offer 1571
1572,1573,20241007,22,13,Expired,91572,Auto-generated offer 1572
1573,1574,20231219,23,14,Accepted,111573,Auto-generated offer 1573
1574,1575,20241210,24,15,Declined,131574,Auto-generated offer 1574
1575,1576,20230501,25,16,Expired,151575,Auto-generated offer 1575
1576,1577,20250128,26,17,Pending,171576,Auto-generated offer 1576
1577,1578,20230612,27,18,Declined,191577,Auto-generated offer 1577
1578,1579,20241001,28,19,Pending,211578,Auto-generated offer 1578
1579,1580,20230421,29,20,Expired,31579,Auto-generated offer 1579
1580,1581,20250331,30,21,Accepted,51580,Auto-generated offer 1580
1581,1582,20250902,31,22,Expired,71581,Auto-generated offer 1581
1582,1583,20240118,32,23,Declined,91582,Auto-generated offer 1582
1583,1584,20231230,33,24,Accepted,111583,Auto-generated offer 1583
1584,1585,20230727,34,25,Pending,131584,Auto-generated offer 1584
1585,1586,20231007,35,26,Expired,151585,Auto-generated offer 1585
1586,1587,20250513,36,27,Accepted,171586,Auto-generated offer 1586
1587,1588,20231001,37,28,Declined,191587,Auto-generated offer 1587
1588,1589,20241015,38,29,Expired,211588,Auto-generated offer 1588
1589,1590,20230901,39,30,Declined,31589,Auto-generated offer 1589
1590,1591,20230824,40,31,Pending,51590,Auto-generated offer 1590
1591,1592,20230829,41,32,Expired,71591,Auto-generated offer 1591
1592,1593,20230608,42,33,Expired,91592,Auto-generated offer 1592
1593,1594,20240616,43,34,Pending,111593,Auto-generated offer 1593
1594,1595,20230619,44,35,Declined,131594,Auto-generated offer 1594
1595,1596,20240825,45,36,Pending,151595,Auto-generated offer 1595
1596,1597,20240302,46,37,Expired,171596,Auto-generated offer 1596
1597,1598,20250126,47,38,Declined,191597,Auto-generated offer 1597
1598,1599,20250630,48,39,Declined,211598,Auto-generated offer 1598
1599,1600,20241011,49,40,Accepted,31599,Auto-generated offer 1599
1600,1601,20230908,50,1,Pending,51600,Auto-generated offer 1600
1601,1602,20240122,1,2,Expired,71601,Auto-generated offer 1601
1602,1603,20230703,2,3,Expired,91602,Auto-generated offer 1602
1603,1604,20240413,3,4,Declined,111603,Auto-generated offer 1603
1604,1605,20250818,4,5,Accepted,131604,Auto-generated offer 1604
1605,1606,20231128,5,6,Declined,151605,Auto-generated offer 1605
1606,1607,20240122,6,7,Expired,171606,Auto-generated offer 1606
1607,1608,20240301,7,8,Declined,191607,Auto-generated offer 1607
1608,1609,20240918,8,9,Declined,211608,Auto-generated offer 1608
1609,1610,20240626,9,10,Declined,31609,Auto-generated offer 1609
1610,1611,20241229,10,11,Expired,51610,Auto-generated offer 1610
1611,1612,20240417,11,12,Accepted,71611,Auto-generated offer 1611
1612,1613,20250213,12,13,Accepted,91612,Auto-generated offer 1612
1613,1614,20241214,13,14,Declined,111613,Auto-generated offer 1613
1614,1615,20230827,14,15,Pending,131614,Auto-generated offer 1614
1615,1616,20250514,15,16,Accepted,151615,Auto-generated offer 1615
1616,1617,20240717,16,17,Expired,171616,Auto-generated offer 1616
1617,1618,20240406,17,18,Accepted,191617,Auto-generated offer 1617
1618,1619,20241212,18,19,Pending,211618,Auto-generated offer 1618
1619,1620,20240814,19,20,Pending,31619,Auto-generated offer 1619
1620,1621,20250617,20,21,Declined,51620,Auto-generated offer 1620
1621,1622,20240214,21,22,Expired,71621,Auto-generated offer 1621
1622,1623,20240118,22,23,Pending,91622,Auto-generated offer 1622
1623,1624,20240112,23,24,Declined,111623,Auto-generated offer 1623
1624,1625,20230818,24,25,Accepted,131624,Auto-generated offer 1624
1625,1626,20240823,25,26,Accepted,151625,Auto-generated offer 1625
1626,1627,20240323,26,27,Declined,171626,Auto-generated offer 1626
1627,1628,20230830,27,28,Accepted,191627,Auto-generated offer 1627
1628,1629,20240314,28,29,Pending,211628,Auto-generated offer 1628
1629,1630,20250625,29,30,Expired,31629,Auto-generated offer 1629
1630,1631,20240405,30,31,Pending,51630,Auto-generated offer 1630
1631,1632,20231015,31,32,Accepted,71631,Auto-generated offer 1631
1632,1633,20241123,32,33,Declined,91632,Auto-generated offer 1632
1633,1634,20240502,33,34,Accepted,111633,Auto-generated offer 1633
1634,1635,20240110,34,35,Accepted,131634,Auto-generated offer 1634
1635,1636,20250422,35,36,Expired,151635,Auto-generated offer 1635
1636,1637,20241204,36,37,Declined,171636,Auto-generated offer 1636
1637,1638,20240813,37,38,Declined,191637,Auto-generated offer 1637
1638,1639,20240103,38,39,Accepted,211638,Auto-generated offer 1638
1639,1640,20231116,39,40,Expired,31639,Auto-generated offer 1639
1640,1641,20231011,40,1,Declined,51640,Auto-generated offer 1640
1641,1642,20241119,41,2,Pending,71641,Auto-generated offer 1641
1642,1643,20250203,42,3,Expired,91642,Auto-generated offer 1642
1643,1644,20230425,43,4,Accepted,111643,Auto-generated offer 1643
1644,1645,20231006,44,5,Declined,131644,Auto-generated offer 1644
1645,1646,20230822,45,6,Declined,151645,Auto-generated offer 1645
1646,1647,20250819,46,7,Pending,171646,Auto-generated offer 1646
1647,1648,20230829,47,8,Accepted,191647,Auto-generated offer 1647
1648,1649,20240812,48,9,Pending,211648,Auto-generated offer 1648
1649,1650,20250119,49,10,Declined,31649,Auto-generated offer 1649
1650,1651,20231117,50,11,Pending,51650,Auto-generated offer 1650
1651,1652,20230813,1,12,Accepted,71651,Auto-generated offer 1651
1652,1653,20230402,2,13,Declined,91652,Auto-generated offer 1652
1653,1654,20241007,3,14,Accepted,111653,Auto-generated offer 1653
1654,1655,20250829,4,15,Expired,131654,Auto-generated offer 1654
1655,1656,20240310,5,16,Expired,151655,Auto-generated offer 1655
1656,1657,20250120,6,17,Declined,171656,Auto-generated offer 1656
1657,1658,20250619,7,18,Pending,191657,Auto-generated offer 1657
1658,1659,20230726,8,19,Declined,211658,Auto-generated offer 1658
1659,1660,20240906,9,20,Declined,31659,Auto-generated offer 1659
1660,1661,20230501,10,21,Accepted,51660,Auto-generated offer 1660
1661,1662,20250327,11,22,Accepted,71661,Auto-generated offer 1661
1662,1663,20231120,12,23,Expired,91662,Auto-generated offer 1662
1663,1664,20240126,13,24,Expired,111663,Auto-generated offer 1663
1664,1665,20241218,14,25,Accepted,131664,Auto-generated offer 1664
1665,1666,20240203,15,26,Declined,151665,Auto-generated offer 1665
1666,1667,20240504,16,27,Accepted,171666,Auto-generated offer 1666
1667,1668,20231127,17,28,Pending,191667,Auto-generated offer 1667
1668,1669,20231031,18,29,Accepted,211668,Auto-generated offer 1668
1669,1670,20230407,19,30,Expired,31669,Auto-generated offer 1669
1670,1671,20241130,20,31,Expired,51670,Auto-generated offer 1670
1671,1672,20250116,21,32,Pending,71671,Auto-generated offer 1671
1672,1673,20250617,22,33,Accepted,91672,Auto-generated offer 1672
1673,1674,20230401,23,34,Declined,111673,Auto-generated offer 1673
1674,1675,20240113,24,35,Declined,131674,Auto-generated offer 1674
1675,1676,20241127,25,36,Declined,151675,Auto-generated offer 1675
1676,1677,20230724,26,37,Accepted,171676,Auto-generated offer 1676
1677,1678,20240720,27,38,Accepted,191677,Auto-generated offer 1677
1678,1679,20250823,28,39,Pending,211678,Auto-generated offer 1678
1679,1680,20231216,29,40,Accepted,31679,Auto-generated offer 1679
1680,1681,20250621,30,1,Declined,51680,Auto-generated offer 1680
1681,1682,20230829,31,2,Expired,71681,Auto-generated offer 1681
1682,1683,20240209,32,3,Pending,91682,Auto-generated offer 1682
1683,1684,20250513,33,4,Pending,111683,Auto-generated offer 1683
1684,1685,20240414,34,5,Declined,131684,Auto-generated offer 1684
1685,1686,20231010,35,6,Expired,151685,Auto-generated offer 1685
1686,1687,20241025,36,7,Accepted,171686,Auto-generated offer 1686
1687,1688,20241108,37,8,Pending,191687,Auto-generated offer 1687
1688,1689,20230602,38,9,Expired,211688,Auto-generated offer 1688
1689,1690,20250708,39,10,Accepted,31689,Auto-generated offer 1689
1690,1691,20230418,40,11,Accepted,51690,Auto-generated offer 1690
1691,1692,20250211,41,12,Accepted,71691,Auto-generated offer 1691
1692,1693,20240707,42,13,Pending,91692,Auto-generated offer 1692
1693,1694,20240302,43,14,Declined,111693,Auto-generated offer 1693
1694,1695,20250607,44,15,Pending,131694,Auto-generated offer 1694
1695,1696,20250730,45,16,Expired,151695,Auto-generated offer 1695
1696,1697,20240127,46,17,Expired,171696,Auto-generated offer 1696
1697,1698,20250121,47,18,Expired,191697,Auto-generated offer 1697
1698,1699,20240203,48,19,Accepted,211698,Auto-generated offer 1698
1699,1700,20230909,49,20,Accepted,31699,Auto-generated offer 1699
1700,1701,20250409,50,21,Declined,51700,Auto-generated offer 1700
1701,1702,20230920,1,22,Expired,71701,Auto-generated offer 1701
1702,1703,20241217,2,23,Declined,91702,Auto-generated offer 1702
1703,1704,20230712,3,24,Accepted,111703,Auto-generated offer 1703
1704,1705,20230520,4,25,Expired,131704,Auto-generated offer 1704
1705,1706,20240918,5,26,Pending,151705,Auto-generated offer 1705
1706,1707,20231021,6,27,Accepted,171706,Auto-generated offer 1706
1707,1708,20230408,7,28,Pending,191707,Auto-generated offer 1707
1708,1709,20240902,8,29,Expired,211708,Auto-generated offer 1708
1709,1710,20240315,9,30,Accepted,31709,Auto-generated offer 1709
1710,1711,20250424,10,31,Expired,51710,Auto-generated offer 1710
1711,1712,20231114,11,32,Accepted,71711,Auto-generated offer 1711
1712,1713,20240430,12,33,Accepted,91712,Auto-generated offer 1712
1713,1714,20250707,13,34,Declined,111713,Auto-generated offer 1713
1714,1715,20230826,14,35,Declined,131714,Auto-generated offer 1714
1715,1716,20250516,15,36,Pending,151715,Auto-generated offer 1715
1716,1717,20240613,16,37,Accepted,171716,Auto-generated offer 1716
1717,1718,20231003,17,38,Declined,191717,Auto-generated offer 1717
1718,1719,20230629,18,39,Pending,211718,Auto-generated offer 1718
1719,1720,20250727,19,40,Pending,31719,Auto-generated offer 1719
1720,1721,20240216,20,1,Expired,51720,Auto-generated offer 1720
1721,1722,20230508,21,2,Declined,71721,Auto-generated offer 1721
1722,1723,20240824,22,3,Accepted,91722,Auto-generated offer 1722
1723,1724,20240426,23,4,Declined,111723,Auto-generated offer 1723
1724,1725,20240816,24,5,Pending,131724,Auto-generated offer 1724
1725,1726,20240926,25,6,Expired,151725,Auto-generated offer 1725
1726,1727,20231101,26,7,Pending,171726,Auto-generated offer 1726
1727,1728,20231126,27,8,Accepted,191727,Auto-generated offer 1727
1728,1729,20231203,28,9,Accepted,211728,Auto-generated offer 1728
1729,1730,20231113,29,10,Accepted,31729,Auto-generated offer 1729
1730,1731,20250126,30,11,Accepted,51730,Auto-generated offer 1730
1731,1732,20240304,31,12,Pending,71731,Auto-generated offer 1731
1732,1733,20250801,32,13,Declined,91732,Auto-generated offer 1732
1733,1734,20240424,33,14,Accepted,111733,Auto-generated offer 1733
1734,1735,20240909,34,15,Declined,131734,Auto-generated offer 1734
1735,1736,20240101,35,16,Expired,151735,Auto-generated offer 1735
1736,1737,20250417,36,17,Pending,171736,Auto-generated offer 1736
1737,1738,20240915,37,18,Expired,191737,Auto-generated offer 1737
1738,1739,20240601,38,19,Accepted,211738,Auto-generated offer 1738
1739,1740,20250224,39,20,Accepted,31739,Auto-generated offer 1739
1740,1741,20231124,40,21,Accepted,51740,Auto-generated offer 1740
1741,1742,20250104,41,22,Pending,71741,Auto-generated offer 1741
1742,1743,20230324,42,23,Accepted,91742,Auto-generated offer 1742
1743,1744,20241124,43,24,Pending,111743,Auto-generated offer 1743
1744,1745,20250304,44,25,Pending,131744,Auto-generated offer 1744
1745,1746,20241130,45,26,Declined,151745,Auto-generated offer 1745
1746,1747,20250709,46,27,Pending,171746,Auto-generated offer 1746
1747,1748,20241125,47,28,Accepted,191747,Auto-generated offer 1747
1748,1749,20240927,48,29,Accepted,211748,Auto-generated offer 1748
1749,1750,20250307,49,30,Declined,31749,Auto-generated offer 1749
1750,1751,20241014,50,31,Accepted,51750,Auto-generated offer 1750
1751,1752,20241223,1,32,Pending,71751,Auto-generated offer 1751
1752,1753,20241119,2,33,Accepted,91752,Auto-generated offer 1752
1753,1754,20241014,3,34,Accepted,111753,Auto-generated offer 1753
1754,1755,20231114,4,35,Expired,131754,Auto-generated offer 1754
1755,1756,20250603,5,36,Accepted,151755,Auto-generated offer 1755
1756,1757,20231119,6,37,Pending,171756,Auto-generated offer 1756
1757,1758,20240906,7,38,Expired,191757,Auto-generated offer 1757
1758,1759,20230604,8,39,Accepted,211758,Auto-generated offer 1758
1759,1760,20240421,9,40,Accepted,31759,Auto-generated offer 1759
1760,1761,20250116,10,1,Expired,51760,Auto-generated offer 1760
